                 Age (BP)   Period_1 early boundary                  LuA-5456                  LuA-5455                  LuA-5454    Period_1 late boundary   Period_2 early boundary                  LuA-5453                  LuA-5452                  LuA-5445                  LuA-5451                  LuA-5450                  LuA-5449                  LuA-5448    Period_2 late boundary 
                     8055                         0                         0              2.11055e-137               1.25431e-60               0.000286603                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8060                         0                         0              2.10045e-137                1.2483e-60               0.000654673                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8065                         0                         0              2.93962e-136               1.74702e-59               0.000877882                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8070                         0                         0              2.92555e-136               1.73866e-59               0.000746319                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8075                         0                         0              4.09436e-135               2.43329e-58               0.000739678                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8080                         0                         0              4.07477e-135               2.42164e-58               0.000979585                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8085                         0                         0              5.70271e-134               3.38913e-57               0.000625734                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8090                         0                         0              5.67542e-134               3.37291e-57               0.000602964                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8095                         0                         0              7.94286e-133               4.72045e-56               0.000966111                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8100                         0                         0              7.90484e-133               4.69786e-56                 0.0016057                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8105                         0                         0               1.1063e-131               6.57474e-55                0.00219721                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8110                         0                         0                1.101e-131               6.54327e-55                0.00278637                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8115                         0                         0              1.54087e-130               9.15744e-54                0.00343302                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8120                         0                         0               1.5335e-130                9.1136e-54                0.00325293                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8125                         0                         0              2.14616e-129               1.27547e-52                0.00272751                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8130                         0                         0              2.13589e-129               1.26936e-52                0.00261275                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8135                         0                         0              2.98921e-128                1.7765e-51                0.00239896                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8140                         0                         0              2.97491e-128               1.76799e-51                0.00217061                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8145                         0                         0              4.16344e-127               2.47434e-50                0.00269866                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8150                         0                         0              4.14351e-127                2.4625e-50                0.00321136                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8155                         0                         0              5.79892e-126               3.44631e-49                 0.0036282                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8160                         0                         0              5.77116e-126               3.42981e-49                0.00444381                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8165                         0                         0              8.07686e-125               4.80009e-48                0.00435934                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8170                         0                         0               8.0382e-125               4.77712e-48                0.00448073                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8175                         0                         0              1.12496e-123               6.68566e-47                0.00527787                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8180                         0                         0              1.11958e-123               6.65366e-47                0.00496358                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8185                         0                         0              1.56687e-122               9.31193e-46                0.00422533                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8190                         0                         0              1.55937e-122               9.26736e-46                0.00509608                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8195                         0                         0              2.18237e-121               1.29698e-44                0.00654525                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8200                         0                         0              2.17192e-121               1.29078e-44                 0.0070674                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8205                         0                         0              3.03964e-120               1.80647e-43                0.00712442                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8210                         0                         0              3.02509e-120               1.79782e-43                 0.0081716                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8215                         0                         0              4.23368e-119               2.51608e-42                 0.0087189                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8220                         0                         0              4.21341e-119               2.50404e-42                0.00907725                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8225                         0                         0              5.89675e-118               3.50445e-41                 0.0088939                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8230                         0                         0              5.86853e-118               3.48768e-41                0.00926896                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8235                         0                         0              8.21312e-117               4.88107e-40                 0.0103486                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8240                         0                         0               8.1738e-117               4.85771e-40                0.00984883                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8245                         0                         0              1.14394e-115               6.79845e-39                0.00897097                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8250                         0                         0              1.13846e-115               6.76591e-39                0.00878827                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8255                         0                         0               1.5933e-114               9.46903e-38                0.00979783                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8260                         0                         0              1.58568e-114                9.4237e-38                 0.0107354                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8265                         0                         0              2.21918e-113               1.31887e-36                 0.0125661                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8270                         0                         0              2.20856e-113               1.31255e-36                 0.0138918                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8275                         0                         0              3.09092e-112               1.83694e-35                 0.0145469                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8280                         0                         0              3.07613e-112               1.82815e-35                 0.0159929                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8285                         0                         0               4.3051e-111               2.55853e-34                 0.0167432                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8290                         0                         0               4.2845e-111               2.54628e-34                 0.0164901                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8295                         0                         0              5.99623e-110               3.56357e-33                 0.0167524                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8300                         0                         0              5.96753e-110               3.54652e-33                 0.0177537                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8305                         0                         0              8.35168e-109               4.96342e-32                 0.0176803                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8310                         0                         0               8.3117e-109               4.93966e-32                 0.0181708                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8315                         0                         0              1.16324e-107               6.91315e-31                 0.0204761                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8320                         0                         0              1.15767e-107               6.88006e-31                 0.0215488                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8325                         0                         0              1.62018e-106               9.62877e-30                 0.0209439                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8330                         0                         0              1.61243e-106               9.58268e-30                 0.0216919                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8335                         0                         0              2.25662e-105               1.34111e-28                 0.0223006                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8340                         0                         0              2.24582e-105                1.3347e-28                 0.0215142                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8345                         0                         0              3.14307e-104               1.86793e-27                 0.0222539                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8350                         0                         0              3.12803e-104               1.85899e-27                 0.0236766                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8355                         0                         0              4.37773e-103               2.60169e-26                 0.0226382                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8360                         0                         0              4.35678e-103               2.58924e-26                 0.0217742                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8365                         0                         0              6.09739e-102               3.62369e-25                 0.0208765                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8370                         0                         0              6.06821e-102               3.60635e-25                 0.0205382                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8375                         0                         0              8.49257e-101               5.04715e-24                   0.02219                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8380                         0                         0              8.45192e-101               5.02299e-24                 0.0213135                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8385                         0                         0               1.18286e-99               7.02977e-23                 0.0189739                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8390                         0                         0                1.1772e-99               6.99613e-23                 0.0190234                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8395                         0                         0               1.64752e-98               9.79121e-22                 0.0175701                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8400                         0                         0               1.63963e-98               9.74435e-22                 0.0143467                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8405                         0                         0               2.29469e-97               1.36374e-20                 0.0143144                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8410                         0                         0               2.28371e-97               1.35721e-20                 0.0146709                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8415                         0                         0               3.19609e-96               1.89945e-19                 0.0138761                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8420                         0                         0                3.1808e-96               1.89035e-19                 0.0131041                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8425                         0                         0               4.45158e-95               2.64559e-18                 0.0127928                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8430                         0                         0               4.43028e-95               2.63292e-18                 0.0130127                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8435                         0                         0               6.20026e-94               3.68483e-17                 0.0136426                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8440                         0                         0               6.17058e-94               3.66719e-17                 0.0132999                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8445                         0                         0               8.63585e-93                5.1323e-16                 0.0128422                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8450                         0                         0               8.59451e-93               5.10773e-16                 0.0126192                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8455                         0                         0               1.20282e-91               7.14837e-15                 0.0109732                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8460                         0                         0               1.19706e-91               7.11416e-15                0.00999131                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8465                         0                         0               1.67531e-90                9.9564e-14                 0.0101725                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8470                         0                         0               1.66729e-90               9.90874e-14                0.00983074                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8475                         0                         0               2.33341e-89               1.38675e-12                0.00921939                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8480                         0                         0               2.32224e-89               1.38011e-12                0.00901084                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8485                         0                         0               3.25001e-88               1.93149e-11                0.00746112                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8490                         0                         0               3.23446e-88               1.92224e-11                0.00608018                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8495                         0                         0               4.52669e-87               2.69022e-10                0.00596393                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8500                         0                         0               4.50502e-87               2.67734e-10                0.00541297                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8505                         0                         0               6.30486e-86               3.74699e-09                 0.0053364                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8510                         0                         0               6.27468e-86               3.72906e-09                0.00559426                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8515                         0                         0               8.78154e-85               5.21888e-08                0.00463917                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8520                         0                         0               8.73951e-85                5.1939e-08                0.00340848                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8525                         0                         0               1.22311e-83               7.26897e-07                0.00329512                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8530                         0                         0               1.21726e-83               7.23418e-07                0.00318198                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8535                         0                         0               1.70357e-82               1.01244e-05                0.00254958                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8540                         0                         0               1.69542e-82               1.00759e-05                0.00219675                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8545                         0                         0               2.37277e-81               0.000141014                 0.0024432                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8550                         0                         0               2.36141e-81               0.000140339                0.00240951                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8555                         0                         0               3.30484e-80                0.00435438                 0.0022977                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8560                         0                         0               3.28902e-80                  0.011283                0.00217946                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8565                         0                         0               4.60305e-79                 0.0217449                0.00216517                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8570                         0                         0               4.58102e-79                 0.0361713                0.00174142                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8575                         0                         0               6.41123e-78                 0.0523359                0.00105394                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8580                         0                         0               6.38054e-78                 0.0609331               0.000633072                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8585                         0                         0               8.92969e-77                 0.0624776               0.000607696                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8590                         0                         0               8.88695e-77                  0.059654               0.000566363                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8595                         0                         0               1.24375e-75                  0.049684               0.000300524                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8600                         0                         0               1.23779e-75                 0.0427885               0.000245228                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8605                         0                         0               1.73231e-74                  0.054047                0.00014317                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8610                         0                         0               1.72402e-74                 0.0822397               1.01948e-05                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8615                         0                         0                2.4128e-73                  0.104019               1.01948e-05                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8620                         0                         0               2.40125e-73                   0.10942               6.64875e-07                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                     8625                         0                         0                3.3606e-72                  0.102489               6.64875e-07                         0                         0                         0                         0                         0                         0                         0                         0                         0 
